from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,amount_baseline,potato | amount_biochar_amendment
"Transformation, from annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'a70beb60-354d-4dcd-b6fd-8c251357fb2a')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd4c724d65a674ad2803f308ac8a499ac')",biosphere,0.04603634402155876,0.036740897064292705
"Transformation, from annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '4b420f19-0421-461e-a0b6-7efbf580089b')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd4c724d65a674ad2803f308ac8a499ac')",biosphere,0.0976320132613182,0.07791860595476313
"Transformation, to annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '247ddc2a-c861-43be-97f0-0183e3d12f99')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd4c724d65a674ad2803f308ac8a499ac')",biosphere,0.04603634402155876,0.036740897064292705
"Transformation, to annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'e97b784a-ec09-4b1b-9f14-cc0ce9799c9e')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd4c724d65a674ad2803f308ac8a499ac')",biosphere,0.0976320132613182,0.07791860595476313
"market for phosphoric acid, fertiliser grade, without water, in 70% solution state","phosphoric acid, fertiliser grade, without water, in 70% solution state",World,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '549600c079214d65bf232aa6e72090e8')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd4c724d65a674ad2803f308ac8a499ac')",technosphere,1.7980595657718368e-05,1.435003643872176e-05
market for sulfur,sulfur,World,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '7c90facce7604d2684764dddf3ade9e6')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd4c724d65a674ad2803f308ac8a499ac')",technosphere,1.9840312234009616e-05,1.5834247592984527e-05
market for [sulfonyl]urea-compound,[sulfonyl]urea-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '603c9dc048b641e580fedf4368b42a86')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,8.490752406942192e-06,6.776338712643409e-06
market for [thio]carbamate-compound,[thio]carbamate-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2f82889fd15c407e8ec4b4200a067a5f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.703435893636197e-05,2.1575705455995184e-05
"market for acetamide-anillide-compound, unspecified","acetamide-anillide-compound, unspecified",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3f96924232f54e60bd32fd3a17114456')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,3.3284782148257364e-06,2.6564071945935644e-06
market for aclonifen,aclonifen,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '9dde978427f4419abd11de963867d45a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,1.6801208403194323e-05,1.3408785637026593e-05
"market for application of plant protection product, by field sprayer","application of plant protection product, by field sprayer",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '22c7bdc87dc94a93b3785835ee5d8c51')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.00019111584697384387,0.00015252661370618024
market for benzimidazole-compound,benzimidazole-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0eb391f9bc7c4c7bbdf8525dc3214332')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,3.423195039431448e-06,2.731999233385034e-06
"market for chemical, inorganic","chemical, inorganic",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'b6882b3a94944ca294e118fb02094a26')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,1.777826810211991e-07,1.418856193305659e-07
market for chlorothalonil,chlorothalonil,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'fcc37498122b4c56b6756b7aeb0e1f76')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.6720785172074102e-05,2.132544706470399e-05
market for copper oxide,copper oxide,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '1522602e38454f4c9744a4cdc7f4a708')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.0023368563215627e-07,1.5980342029701216e-07
market for cyclic N-compound,cyclic N-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '75a2cb9faef44630bbaf0a4c88168dbc')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,1.914557651616633e-05,1.5279789717610798e-05
market for diazine-compound,diazine-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a5da607903224e0b8cb49045c4ba655d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,1.6018695259134574e-09,1.278427394982807e-09
market for diazole-compound,diazole-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '9038a30a94bb4b80933061b9e86e94b8')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,3.8068428409587796e-08,3.038182634444357e-08
market for dinitroaniline-compound,dinitroaniline-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '8e9b10cbe54c4a52939d01afbeefe917')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,1.1148154044349212e-05,8.897170027413576e-06
market for diphenylether-compound,diphenylether-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'fc801a902093496b824033a81484447b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.90539077241192e-08,2.318747623632817e-08
"market for fertilising, by broadcaster","fertilising, by broadcaster",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'df2ecc54c49e4c5686d22fa98452cba5')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,5.460452666739002e-05,4.357903165793297e-05
market for glyphosate,glyphosate,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'bac47001275d4fb182defc9e4e849609')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,4.3250476977618746e-08,3.451753948732541e-08
"market for grass seed, Swiss integrated production, for sowing","grass seed, Swiss integrated production, for sowing",CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '8f78c102df7d4c38898df83bc0aa2c8d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.0008190678781829774,0.0006536854574485055
"market for harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'fd3943e5982246299a7538e647b68c1e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.730226333369501e-05,2.1789515828966486e-05
market for hoeing,hoeing,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '6d729449420e4e03bb34633bd7f37d32')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,5.460452666739002e-05,4.357903165793297e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'bba82987f571458095e9043aaf03bf95')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.0021597195882350206,0.001723638937138883
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '385a38d6997f443898d4a721008fd846')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.0013688364997506142,0.001092447326217569
"market for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'fc59430fa4884a35b4e05ad86a890b78')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.008547830395400524,0.0068218917760578795
market for irrigation,irrigation,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '74915c6c6b074ecd8ed5da63073c9bdb')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.010920905508100986,0.008715806470950507
"market for liquid manure spreading, by vacuum tanker","liquid manure spreading, by vacuum tanker",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '5789fbf482ec4141a18f4428918b63d4')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.00015890778740867972,0.00012682185746901812
market for mancozeb,mancozeb,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '744e2d8b24ac414785976f7c07fec5cd')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.00011021502723451704,8.796091559019714e-05
market for metaldehyde,metaldehyde,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'cfc5a5483bc645bc8ae5ddda575f6abe')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,4.102017101104138e-06,3.2737566648875802e-06
market for nitrile-compound,nitrile-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'c396ab8d1b524620b6c1b1f99c81052f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,1.5952697651755443e-07,1.2731602275942092e-07
"market for organophosphorus-compound, unspecified","organophosphorus-compound, unspecified",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e9698a0e09b48a19add2fc2dd340d51')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,6.888038797114859e-07,5.49723766729039e-07
market for pendimethalin,pendimethalin,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '6679146456c145afb840f463d0c084b3')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,8.650095395523749e-08,6.903507897465082e-08
"market for pesticide, unspecified","pesticide, unspecified",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '11ac7fea747141ad91220cb6bd0e97b7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,6.399007816071389e-06,5.106949573879799e-06
market for phenoxy-compound,phenoxy-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '9b5362597e764ebca94be43fc95dfae7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.7712343353414326e-07,2.211679437622851e-07
market for potato haulm cutting,potato haulm cutting,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '10d1cefa5c4347138a49330e0104518a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.730226333369501e-05,2.1789515828966486e-05
market for potato planting,potato planting,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0b84f813bc41414a887bce6d49875210')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.730226333369501e-05,2.1789515828966486e-05
"market for potato seed, Swiss integrated production, for setting","potato seed, Swiss integrated production, for setting",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a9ebd3b5d50042569ba5c89f7e8d763f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.08518306165933609,0.06798328943283008
market for prosulfocarb,prosulfocarb,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '9bcd34106ff140479993a7d415fe821b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,4.223168798489496e-05,3.3704459684672754e-05
market for pyrethroid-compound,pyrethroid-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '5a8da37fba6d462e84a5b5ef243e38de')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,6.050893830433779e-07,4.829125163953534e-07
market for pyridine-compound,pyridine-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'bd940c12599b4989b9c6ee6a8cd1f0b8')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,5.995854735374451e-06,4.785199309955667e-06
"market for sodium silicate, without water, in 48% solution state","sodium silicate, without water, in 48% solution state",RER,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '55cb870526d64b32993a897866744b74')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,1.9022199921892025e-06,1.5181324758094193e-06
"market for solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '28f13d5e6eef4a22bb68d7ce0efceb82')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.04796986281871796,0.03828400863425216
market for sowing,sowing,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e07878fa2384cd58cf9b44675fbe51a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.730226333369501e-05,2.1789515828966486e-05
"market for tillage, cultivating, chiselling","tillage, cultivating, chiselling",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '117b27a8b1ac4859848fe8866fd51118')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.730226333369501e-05,2.1789515828966486e-05
"market for tillage, harrowing, by rotary harrow","tillage, harrowing, by rotary harrow",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '47ae3220aa084f03b783d2acbeb3dff6')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,5.460452666739002e-05,4.357903165793297e-05
"market for tillage, ploughing","tillage, ploughing",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2c5ce8314a7d44aa8afd1c9997a3ad5c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,2.730226333369501e-05,2.1789515828966486e-05
"market for transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '9bcc3e20688446a9991a206d0a84f117')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,0.002000016625970602,0.001596182462865604
market for triazine-compound,triazine-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '86432db3c00641a7829cf28071fcb57c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",technosphere,7.398234174615936e-06,5.904416739517905e-06
Acetamiprid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '07848a8e-1143-5eab-aa66-dddf41a639e7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.5217760385155543e-09,1.2145060163731478e-09
Aclonifen,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '7b58789b-0164-5c36-a052-c4ed278ddb01')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.6801208175820648e-06,1.3408785455563166e-06
Alpha-cypermethrin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'ee9a1e0c-b267-5c06-b002-bd1bda6df6d9')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.2014021505066252e-12,9.588205510827015e-13
Ametoctradin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'f6efb4ff-d91b-5ca7-841f-f22f5b59ed8b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.6018694704023062e-10,1.2784273506802124e-10
Amisulbrom,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd85499d7-09f2-5f3d-9d92-cb8990bca39e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.965795330491574e-09,3.963124764957361e-09
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,0.00028745681629516184,0.00022941485737842124
Azoxystrobin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0b5b83a4-ef85-4db6-a739-79f8e00d5dac')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.6015491155485506e-07,1.2781716804058663e-07
Benalaxyl-M,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9e5974ca-3a85-5be7-875a-0ce3f296cdd9')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.0984490589626148e-08,1.674739871478543e-08
Benthiavalicarb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '7f145d32-3ea5-5274-9938-be6a28433aa1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.370628634679633e-09,6.680469780271055e-09
Bifenthrin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '59c9fd90-b56e-5834-96bc-83c3434b96e1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,9.611216683635959e-11,7.670563993324787e-11
Boscalid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'f8f3e2b7-4b38-5bc4-99b7-cf87225cb536')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.053286524665964e-07,8.406117515291012e-08
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,6.205210229381919e-05,5.185039992149136e-05
Carfentrazone-ethyl,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9f1f46bb-5629-4fd5-bed0-06f58800017a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.3627574563533926e-08,1.8856803322852294e-08
Chlorantraniliprole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '4ec33bdf-19dc-5e2b-8cbf-4429a833b91c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,9.813052592733129e-09,7.831646123490126e-09
Chlorothalonil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9e4fda2d-a8ce-5b65-bf26-01805e3bdf0b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.672078380783205e-06,2.1325445975923422e-06
Chlorpyrifos,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0822b867-9dca-4d5a-93c3-319d39b592cd')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,6.888038939223406e-08,5.497237780705033e-08
Clethodim,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'b52924d8-e53f-4bd4-bb9e-1902db1784b2')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,3.2037389408046124e-10,2.5568547013604247e-10
Clomazone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3b772c46-e907-5314-943d-5cebd1fd1684')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.169534382318488e-09,6.519979554922975e-09
Copper oxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '2560cef2-f8a0-5778-80ed-7ebba796e271')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.5057572966270527e-08,1.2017217052091402e-08
