from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,double_inhibitors,nitrification_inhibitors,urease_inhibitors
Pyrimethanil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b2663551-c9e2-446c-88e1-0a87435667dc')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.0843863492482342e-05,1.0337334120574206e-05,9.604839231605262e-06,1.0210794249041753e-05
Quintozene,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '99f78a2c-48e3-492c-aa5a-ed0c2f24a1a0')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,2.7949525247095153e-05,2.6643970683598813e-05,2.4756001104601553e-05,2.6317820383328767e-05
Rimsulfuron,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '8b4f0e68-38d5-4bee-b647-680d3a117560')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.7102138372138143e-07,1.630327776180948e-07,1.5148041073638745e-07,1.6103708448341e-07
S-Metolachlor,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '317c9f65-0142-5fa0-99da-98a5c7d639dd')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.1908313354069833e-05,1.1352062301305847e-05,1.0547664618308089e-05,1.1213101086694758e-05
Spinosad,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f7340d88-d66b-45c8-89af-251646b2c12e')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,5.002375473850407e-07,4.768708745329272e-07,4.430802014039333e-07,4.7103347211397426e-07
Thiamethoxam,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9a8e2785-9175-4818-83ae-fc394e2d695a')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.2999736327401479e-06,1.2392503648619141e-06,1.1514381158017254e-06,1.2240806334652993e-06
Zeta-cypermethrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b6e1f836-2b5c-4bd5-bc8c-af065ee7c230')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.9002375228893698e-09,1.8114752363101714e-09,1.6831156092908502e-09,1.7893008690107058e-09
Zinc II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,-2.8444863346521743e-05,-2.7116170969038842e-05,-2.5194741670967e-05,-2.6784240439286007e-05
Zineb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '02156abf-3839-5778-897a-4c06444701d4')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,3.470472165645333e-06,3.3083624076695262e-06,3.0739346019887805e-06,3.2678645627545506e-06
Zoxamide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '03b40051-311b-5e37-aad1-ea811907cc90')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.532066562504042e-06,1.4605019661620992e-06,1.3570120128468043e-06,1.4426238818305479e-06
Cadmium II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '3937f5a5-b4a4-434d-9fc3-1d29064fc3f8')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,4.859588842442975e-10,4.6325918421763345e-10,4.3043302413135294e-10,4.5758840324321794e-10
Cadmium II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'af83b42f-a4e6-4457-be74-46a87798f82a')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,7.605856211512219e-08,7.25057789467323e-08,6.73680798185316e-08,7.161823174681938e-08
Chromium III,,,"('water', 'ground-')",biosphere3,"('biosphere3', '1c87de06-e58f-4684-a54c-d29f1a251a87')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,3.89175028203681e-07,3.7099621373086847e-07,3.447077309155722e-07,3.664548288170254e-07
Chromium III,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'e34d3da4-a3d5-41be-84b5-458afe32c990')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.0044743248727173e-05,9.575541705173664e-06,8.897026792495282e-06,9.45832697620261e-06
Copper ion,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c3b659e5-35f1-408c-8cb5-b5f9b295c76e')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,6.469806379527654e-08,6.167594260750862e-08,5.730563666543538e-08,6.092096402568413e-08
Copper ion,,,"('water', 'surface water')",biosphere3,"('biosphere3', '6d9550e2-e670-44c1-bad8-c0c4975ffca7')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,3.4225247418362414e-06,3.262654663332928e-06,3.031465670359824e-06,3.2227163294126566e-06
Lead II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c864aa15-0abc-41ad-9889-348106e485d8')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,4.532841879623106e-10,4.321107606885707e-10,4.014917519595311e-10,4.268212692677124e-10
Lead II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b3ebdcc3-c588-4997-95d2-9785b26b34e1')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,9.262804269383196e-06,8.83012799750543e-06,8.204432479524531e-06,8.72203791843992e-06
Mercury II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'e1aa92d7-9297-452e-ade0-e5e2acc52ad7')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.8974285684314474e-11,1.80879749135505e-11,1.680627607113771e-11,1.7866559024778224e-11
Mercury II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '66bfb434-78ab-4183-b1a7-7f87d08974fa')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,2.8644004146372026e-07,2.730600967242329e-07,2.537112856188842e-07,2.697175531673449e-07
Nickel II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '9798359e-a3ee-4362-a038-23a188582c6e')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,9.22559956961777e-06,8.794661172180906e-06,8.171478803912995e-06,8.687005244461176e-06
Nitrate,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'b9291c72-4b1d-4275-8068-4c707dc3ce33')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,0.0023113926872611046,0.0022034248686950476,0.002047292017060323,0.0021764526245396463
Nitrate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '7ce56135-2ca5-4fba-ad52-d62a34bfeb35')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,0.004038591403514147,0.003849944140623591,0.0035771403042640804,0.0038028167641376144
Phosphate,,,"('water', 'ground-')",biosphere3,"('biosphere3', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,2.9668710794794606e-06,2.8282851091319933e-06,2.6278751811155543e-06,2.7936639166473263e-06
Phosphate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '1727b41d-377e-43cd-bc01-9eaba946eccb')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,4.497360350796953e-06,4.287283461198239e-06,3.983490124709435e-06,4.2348025902042865e-06
Phosphorus,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b2631209-8374-431e-b7d5-56c96c6b6d79')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,2.3502929025198682e-07,2.2405080100284732e-07,2.0817474778741083e-07,2.2130818291147533e-07
Water,,,"('water', 'ground-')",biosphere3,"('biosphere3', '51254820-3456-4373-b7b4-056cf7b16e01')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,0.0035455897450447083,0.0033799711582885687,0.0031404692161600602,0.0033385967467464295
Water,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'db4566b1-bd88-427d-92da-2d25879063b9')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,0.0009192269644699991,0.0008762888126501422,0.0008141957169796271,0.0008655621134369105
Zinc II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '7e769b3e-03fb-4b53-be15-85a910dcfea9')",potato production,potato,US-MN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aeefcd66903c404ba89aaac3cf1f85ad')",biosphere,1.6045233053318952e-07,1.5295741709550957e-07,1.4211898187173562e-07,1.5108505699923682e-07
